id,station,state,city,country,address,type,latitude,longitude,company,status,create_at,update_at
468,"IOCL Sahara Hospitality, Vile Parle",Maharashtra,Mumbai,India,"opp. Domestic Airport, Navpada, Vile Parle East, Vile Parle, Mumbai, Maharashtra 400099",7,,,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
469,"Hotel Parivar, Mehkar Buldhana",Maharashtra,Buldhana,India,"SH-207, Mehkar Malegaon Karanja Road, Mehkar, Buldhana Maharashtra - 443301",7,,,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
470,"Hotel Sanskruti , Trambakeshwar Rd",Maharashtra,Nashik,India,"Trambakeshwar Rd, Belgaon Dhaga, Nashik, Maharashtra 422007",7,19.973146,73.68105,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
471,"IOCL Manjalpur, GIDC Rd Manjalpur",Gujarat,Vadodara,India,"312, GIDC Rd, Beside Om Pippadiya Hanumanji Mandir, Ghanshyam Nagar Society 2, Manjalpur, Vadodara, Gujarat 390011",7,22.271793,73.190795,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
472,"RKL TML Showroom, Sec 9 GIDA","Uttar Pradesh",Gorakhpur,India,"AL -4A, Sector 9 GIDA , Gorakhpur, Uttar Pradesh- 273209",7,26.743642,84.263369,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
473,"IOCL - Citi Fuels, Virender Nagar",Delhi,Delhi,India,"OPP.-VIRENDER NAGAR NEAR BHARATI COLLEGE NEW DELHI",7,28.622486,77.09547,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
474,"SRM Motors, Vikas Nagar","Uttar Pradesh",Lucknow,India,"11/CP-2, Tedhi Pulia Ring Rd, Vikas Nagar, Lucknow, Uttar Pradesh 226022",7,26.900894,80.964231,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
475,"Shree Dev Wheels, Acharya Nagar","Uttar Pradesh",Ayodhya,India,"Plot No 402 and 403 B Sultanpur Road, Acharya Nagar, near Avadh University, Ayodhya, UP 224001",7,26.755089,82.141261,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
476,"IOCL - Gay Service Station, Azadpur",Delhi,Delhi,India,"Near Azadpur, New Delhi,110033",7,28.703312,77.181109,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
477,"Ace Kudale Cycles, Manjri  Bk",Maharashtra,Pune,India,"Manjri Bk, Pune, Maharashtra 412307",7,18.4957722,73.97893593,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
478,"Hotel Dreamland, ST Main Market Mahabaleshwar",Maharashtra,Mahabaleshwar,India,"BUS STAND, MAIN MARKET, behind S.T, Mahabaleshwar, Maharashtra 412806",7,17.92564438,73.65552014,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
479,"ARDEE MALL, Sec 52 Gurgaon",Delhi,Gurgaon,India,"Ardee City Road, Sector 52, Gurgaon-122022",7,28.444672,77.08082,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
480,"Hotel Baba Ramdev, Sirohi",Rajasthan,Sirohi,India,"Hotel Baba Ramdev Campus, Nh. 62, near Paladi (m), Vera Vilpur, Sirohi, Rajasthan 307043",7,24.973775,72.895964,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
481,"ABC Autolink, NH 64 Ranoli",Gujarat,Vadodara,India,"No 1401, Ranoli GIDC, Vadodara, NH 64, Gujarat 391350",7,22.403828,73.13455,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
482,"Brookfield, Powai",Maharashtra,Mumbai,India,"Spectra, High St, Hiranandani Gardens, Powai, Mumbai, Maharashtra 400076",7,19.11637,72.91086,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
483,"Brookfield, Powai",Maharashtra,Mumbai,India,"Pay & Park, Central Ave, Hiranandani Gardens, Powai, Mumbai, Maharashtra 400076",7,19.11644,72.90968,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
484,"MG Ranchi, Line Tank Road",Jharkhand,Ranchi,India,"Near Firayalals Pulsar Plaza, Line Tank Rd, Ranchi, Jharkhand 834001",7,23.371745,85.326113,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
485,"MG Bhubaneswar, NH 16",Odisha,Bhubaneswar,India,"Plot No. 86/88, Near Apex Institute of Technology & Management, Pahala, NH-16, Bhubaneswar, Odisha-752101",7,20.352134,85.8903743,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
486,"Ginger Nashik , Satpur Colony",Maharashtra,Nashik,India,"Plot No P 20 (Part), Satpur MIDC Near Satpur MIDC Police Station (Near Bank of India, Branch Nashik, Trimbakeshwar Rd, MIDC, Satpur Colony, Nashik, Maharashtra 422007",7,19.991881,73.743904,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
487,"TML- Sterling Motors , Renuka Nagar",Maharashtra,Nashik,India,"PB No 033, Old Agra Rd, Gadkari Chowk, Renuka Nagar, Nashik, Maharashtra 422001",7,19.9932,73.783133,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
488,"IOCL Kevadia, Garudeshwar",Gujarat,Kevadia,India,"Survey No u00e2u0080u0093 422, 423 Village u00e2u0080u0093 Kevadiya, Taluka u00e2u0080u0093 Garudeshwar District u00e2u0080u0093 Narmada, Gujarat, 393151",7,21.885704,73.688136,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
489,"Satish Motors, Wanjarwadi",Maharashtra,Aurangabad,India,"Plot No72/1 Saharanpur, Wanjarwadi Aurangabad 431002",7,19.911983,75.232932,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
490,"Heritage Motors, Ghodbunder",Maharashtra,Thane,India,"Rosa Vista, MH SH 42, opp. Suraj Water Park, Thane, Maharashtra 400607",7,19.25612,72.97145,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
491,"IOCL Karari Fuels, NH 44 Kishangarh",Punjab,Kisangarh,India,"NH 44, Kishangarh chownk, Jalandhar - Pathankot Rd, Punjab 144301",7,31.431348,75.620357,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
492,"IOCL Royal Petro, NH 44",Haryana,Karnal,India,"NH 44, Near The Royal Paradise Resort , Karnal- 132001",7,29.731581,76.976511,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
493,"Sagar Motors, Sector 5 Noida","Uttar Pradesh",Noida,India,"B-123, Udhyog Marg, opp. PayTM building, B Block, Sector 5, Noida, Uttar Pradesh 201301",7,28.59093,77.31969,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
494,"Smile Stone Motels, Kamargaon",Maharashtra,Ahmednagar,India,"76/B, Nagar-Pune Road, Kamargaon, Ahmednagar,Maharashtra-411 005",7,18.9852363,74.5760075,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
495,"One Awadh Centre, Gomti Nagar","Uttar Pradesh",Lucknow,India,"384, Vibhuti Khand, Gomti Nagar, Lucknow, Uttar Pradesh 226010",7,26.86372513,81.01027566,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
496,"IOCL COCO u00e2u0080u0093 Central Jail RO, Rambagh","Madhya Pradesh",Indore,India,"Snehlataganj, Indore, Madhya Pradesh 452003",7,22.335789,73.173794,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
497,"IOCL - Vrindavan Fuels, Mangal Nagar,Manikbagh","Madhya Pradesh",Indore,India,"Manikbagh, Mangal Nagar, Indore, Madhya Pradesh 452014",7,22.6848351,75.8558249,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
498,"Chandrani Enterprises, Bogra","West Bengal",Bardhaman,India,"N/536 BOGRA CHATTI National Highway 2 Paschim Burdwan. , Bogra, Bardhaman- 713332",7,23.663888,87.057978,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
499,"SS Motogen, Barwadda",Jharkhand,Dhanbad,India,"NH 2 Kashitand, Nag Nagar, Barwadda, Dhanbad, Jharkhand 826004",7,23.848551,86.441642,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
500,"TC Motors, Domjur","West Bengal",Howrah,India,"NH 16, Salap More, near Kolkata West International City, Domjur, Howrah, West Bengal 711403",7,22.614383,88.273187,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
501,"Rangeet Auto, NH 31","West Bengal",Coochbehar,India,"31-NH CHOKCHOKA, OPPOSITE PROVA AUTOMOBILE, NEAR CHECK POST, COOCHBEHAR, COOCH BEHAR, WEST BENGAL, 736101",7,26.323416,89.484913,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
502,"Rangeet Auto, Rumtek Road",Sikkim,Gangtok,India,"R.P. ALLEY COMPLEX, ADAMPOOL, RUMTEK ROAD, GANGTOK, EAST SIKKIM, SIKKIM, 737135",7,27.305524,88.585965,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
503,"Rangeet Auto, Sevoke Road","West Bengal",Siliguri,India,"Shop No 1 And 2, Orchid Building, Sevoke Road, Near Check Post, Near Vega Mall, Siliguri, West Bengal 734001",7,26.750937,88.439995,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
504,"Tata Steel, Park Street","West Bengal",Kolkata,India,"43, Jawaharlal Nehru Rd, Kankaria Estates, Park Street area, Kolkata, West Bengal 700071",7,22.547449,88.349602,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
505,"Orange Auto, Erragadda",Telangana,Hyderabad,India,"8-3-165, Beside Gokul Theatre, Erragadda, Hyderabad u00e2u0080u0093 500018",7,17.454398,78.434575,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
506,"Orange Auto, Karkhana",Telangana,Hyderabad,India,"Plot No 54, Gayatri Westend Kakaguda, Karkhana, Secunderabad - 500015",7,17.45848,78.5,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
507,"Orange Auto, Hafeezpet",Telangana,Hyderabad,India,"16ABC, Mini Industrial estate, Hafeezpet, Hyderabad, Telangana 500049",7,17.490308,78.354536,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
508,"KRAFT AUTO, Bokaro Industrial Area",Jharkhand,Bokaro,India,"Plot no.- II/A 88, Phase - II,Bokaro Industrial Area,Bokaro - Jharkhand 827014",7,23.66473,86.073024,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
509,"Lexus Motors, New Town","West Bengal",Kolkata,India,"Plot No IID/13, Major Arterial Road (North Extension, 14, Rajarhat Rd, AA II, Newtown, Kolkata, West Bengal 700156",7,22.620585,88.461154,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
510,"Shankar Motors, Patliputra Industrial Area",Bihar,Patna,India,"Shankar Motors Patna, C1, behind P & M Mall, Patliputra Industrial Area, Patliputra Colony, Patna, Bihar 800013",7,25.634199,85105514,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
511,"IOCL Drive-In, Belgachia","West Bengal",Kolkata,India,"Khudiram Bose Road (Guchia Rd), Dutta Bagan, Belgachia, Kolkata, West Bengal 700037",7,22.607396,88.392281,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
512,"Four Points By Sheraton, Tonk Road",Rajasthan,Jaipur,India,"No. 1, City Square, Vasundhara Colony, Tonk Road, Jaipur, Rajasthan, 302016",7,26.8643722,75.7957703,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
513,"Four Points By Sheraton Hotel, Nagar Road",Maharashtra,Pune,India,"5th Milestone, Nagar Road, Pune - 411014",7,18.562826,73.922392,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
514,"Fairfield by Marriott,Gachibowli",Telangana,Hyderabad,India,"Road No. 2, Financial District, Gachibowli, Hyderabad, Telangana - 500032",7,17.423858,78.347334,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
515,"Fairfield by Marriott, Mahindra World City","Tamil Nadu",Chennai,India,"Near Main Entrance, Mahindra World City, Chennai - 603002",7,12.730596,80.00463,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
516,"Four Points by Sheraton, Chennai OMR","Tamil Nadu",Chennai,India,"Survey No 169, Plot 1B and 1A, Rajiv Gandhi Salai, Kumaran Nagar, Sholinganallur, Chennai-600119,Four Points 1, Semmancheri, Chennai, Tamil Nadu 600119",7,12.875613,80.227372,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
517,"Fairfield by Marriott, Ashram Rd",Gujarat,Ahmedabad,India,"Ashram Rd, Satyawadi Society, Usmanpura, Ahmedabad, Gujarat 380013",7,23.0522787,72.5710882,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
518,"IOCL - Ruchika Service Station, Mayur Vihar",Delhi,Delhi,India,"KONDLI GHARAOLI,  MAYUR VIHAR PH-III NEW DELHI-110096",7,28.6034988,77.3354221,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
519,"Sagar Motors, Dilshad Garden",Delhi,Delhi,India,"No ZB/43 487 & ZB, 44 487, Dilshad Garden, New Delhi, Delhi 110095",7,28.676246,77.31768,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
520,"IOCL Laxmi Narayan Petroleum, Changodar",Gujarat,Changodar,India,"National Highway 8A, Changodar, Gujarat 382210",7,22.9378139,72.455668,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
521,"IOCL Om Petroleum, Kamod",Gujarat,Kamod,India,"Kamod, Gujarat 382427",7,22.9247437,72.5434955,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
522,"IOCL Omkar Petroleum, Subhanpura",Gujarat,Vadodara,India,"High Tension Rd, Subhanpura, Vadodara, Gujarat 390023",7,22.3216986,73.154986,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
523,"Lexican Motors, Matigara","West Bengal",Siliguri,India,"Reliance Industrial Consortium Ltd. NH 31 Baniakhari, Kusumnagar Landmark, beside Barsana Hotel, Matigara, Siliguri, West Bengal 734010",7,26.729623,88.373903,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
524,"Panvel Industrial Fastners, Mum-Pune Expressway",Maharashtra,"Navi Mumbai",India,"Next MGL CNG Station, 29/37 Jawahar Coop Industrial Estate , On Mumbai - Pune Express Highway, Taluka, Kamothe, Panvel, Navi Mumbai, Maharashtra 410209",7,,,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
525,"IOCL Shanthi Social Services, Singanallur","Tamil Nadu",Coimbatore,India,"128, 2247, Trichy Rd, Krishnapuram Medu, Singanallur, Tamil Nadu 641005",7,11.00269216,77.0387079,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
526,"Hotel Mamalla Heritage, Fisherman Colony","Tamil Nadu",Mahabalipuram,India,"104 east raja street, Mahabalipuram, Tamil Nadu 603104",7,12.61860448,80.19400597,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
527,"Motel Mamalla, SH 49","Tamil Nadu",Mahabalipuram,India,"Motel Mamalla No.77, East Coast Road, SH 49, Mahabalipuram, Tamil Nadu 603104",7,12.6325138,80.1958391,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
528,"Pumpkin Tales, Alwarpet","Tamil Nadu",Chennai,India,"37, 20, Bheemanna Garden St, Alwarpet, Chennai, Tamil Nadu 600018",7,13.033655,80.255285,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
529,"Mahati Industries limited, Shankar Sheth Road",Maharashtra,Pune,India,"32/33, Shankar Sheth Road, B/H S T Workshop, Shankar Sheth Road, Pune, Maharashtra-411037",7,18.4995583,73.8685639,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
530,"Blue Moon Highway Restaurant, Bangalore-Hyderabad Highway","Andhra pradesh",Anantapuram,India,"NH 44; Bangalore - Hyderabad  highway, 116/1B, Midthuru, Peddavaduguru, Anantapuram, Andhra Pradesh 515405",7,15.02395,77.620628,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
531,"Dion Automotives, Ankuli Bye Pass Road",Odisha,Berhampur,India,"Ankuli Bye Pass Road, Berhampur, Ganjam Dist ODISHA 760010",7,19.298988,84.831762,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
532,"Shyam Automotive, AB Road","Madhya Pradesh",Indore,India,"A B Road, Before Emerald Heights School, Indore, Madhya Pradesh 453331",7,22.6520302,75.821321,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
533,"IOCL - Jopadevi Petroleum, Talegaon-Chakan Rd",Maharashtra,Khalumbre,India,"Talegaon-Chakan Rd, Khalumbre, Maharashtra 410501",7,,,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
534,"IOCL - Trishul Service Station, Pimpri-Chinchwad",Maharashtra,Pune,India,"T-163, MIDC Bhosari, Pune, MIDC, Bhosari, Pimpri-Chinchwad, Piune-411026",7,18.6209574,73.8299842,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
535,"Aavas Hotels & Resorts, NH 16 Velampalli","Andhra pradesh",Ongole,India,"NH 16, Vijayawada - Nellore Hwy, Vellampalli (Maddipadu) Ongole,  Andhra Pradesh u00e2u0080u0093 523211",7,15.6382976,80.0167529,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
536,"Bahubali Motors, Transport Nagar",Chhattisgarh,Raipur,India,"Mumbai - Kolkata Hwy, Beside M.P Dhaba, Transport Nagar, Tatibandh, Raipur, Chhattisgarh 492099",7,21.2567897,81.5594445,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
537,"Malik Cars, Old Bowenpally",Telangana,Secunderabad,India,"Adj Service Road Sri Sai Enclave, Old Bowenpally, Secunderabad, Telangana 500011",7,17.478362,78.4737723,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
538,"Sairam Automobiles, Krishna Nagar",Chhattisgarh,Bhilai,India,"Sairam auto G. E Road, Krishna Nagar, Supela, Bhilai, Chhattisgarh 490023",7,21.2165392,81.401487,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
539,"Sairam Automobiles, Light Industrial Area",Chhattisgarh,Khursipar,India," Zone III, Light Industrial Area, Khursipar, Chhattisgarh 490011",7,21.206036,81.3418606,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
540,"Shankar Motors, Prem Nagar",Bihar,Bhagalpur,India,"Ground Floor, Sabour Rd, near Engineering College, Prem Nagar, Bhagalpur, Bihar 812002",7,25.2522094,87.0450289,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
541,"IOCL - NAVABHARAGAVA FILLING STATION, Vijayawada - Hyderabad Hwy","Andhra pradesh",Vijayawada,India,"Vijayawada - Hyderabad Hwy, Ibrahimpatnam, Andhra Pradesh 521456",7,16.5812639,80.5263493,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
542,"Pacific Mall, Tagore Garden",Delhi,Delhi,India,"Najafgarh Rd, Tagore Garden, Tilak Nagar, New Delhi, Delhi 110018",7,28.6422188,77.1058913,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
543,"Pacific Mall, Netaji Subash Palace",Delhi,Delhi,India,"Pitam Pura, New Delhi, Delhi 110034",7,28.6933409,77.1531325,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
544,"Pacific Mall,  Dwarka",Delhi,Delhi,India,"Dwarka sector 21 metro station, PACIFIC MALL, Sector 22 Rd, Sector 21, Dwarka, New Delhi, Delhi 110077",7,28.5512199,77.056702,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
545,"Pacific Mall, Sahibabad","Uttar Pradesh",Ghaziabad,India,"Plot Alpha, Sahibabad Industrial Area Site 4, Sahibabad, Ghaziabad, Uttar Pradesh 201010",7,28.6461808,77.3207891,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
546,"Pacific Mall, Rajpur Road",Uttarakhand,Dehradun,India,"Pacific mall, Rajpur Rd, Jakhan, Dehradun, Uttarakhand 248001",7,30.3662595,78.070528,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
547,"Tristar Auto Agencies, RK Beach Junction","Andhra pradesh",Vizag,India,"Beside Kali Matha Mandhir, RK Beach Junction, Visakhapatnam-530002",7,17.71241304,83.3184811,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
548,"Zostel, Dandeghar",Maharashtra,Panchgani,India,"Panchgani, Wai, Main Road, Dandeghar, Maharashtra 412805",7,17.9335258,73.8158574,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
549,"Rama Automobiles, Patilwada",Maharashtra,Pune,India,"Ground Floor Pune Nasik Highway, Manchar, Shevawadi, behind Morde Food Product Company, Patilwada, Pune, Maharashtra 410503",7,18.99132729,73.94277954,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
550,"Hotel Temple View, Sai Nagar",Maharashtra,Shirdi,India,"Sai Murali Complex, Manmad Rd, opp. Sai Temple Nagar, Sai Nagar, Shirdi, Maharashtra 423109",7,19.7650352,74.4754592,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
551,"Gramps Auto, Bampada",Odisha,Balasore,India,"NH 16 (Old NH 5), Bampada, Balasore. State: ODISHA, Pin: 756056",7,21.497869,86.88961,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
552,"Jagdalpur Motors, Geedam Road",Chhattisgarh,Jagdalpur,India,"Geedam Rd, Pandripan, Chhattisgarh 492099",7,19.0657802,81.9635956,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
553,"Pragati Trading, NH 37",Assam,Jorhat,India,"NH37, Jorhat, Assam 785006",7,26.7470487,94.1680718,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
554,"Yaksh The Art People, Delhi-Jaipur Highway",Rajasthan,Sayri,India,"Yaksh, The Art People, Delhi-Jaipur Highway, Syari, Rajasthan 303002",7,27.1590851,75.9603844,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
555,"Oberoi Mall, Goregaon",Maharashtra,Mumbai,India,"Western Express Hwy, Yashodham, Goregaon, Mumbai, Maharashtra 400063",7,19.1737611,72.8600172,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
556,"Oberoi Mall, Goregaon",Maharashtra,Mumbai,India,"Western Express Hwy, Yashodham, Goregaon, Mumbai, Maharashtra 400063",7,19.1737611,72.8600172,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
557,"Parin Motors, NH8 Gondal Highway",Gujarat,Rajkot,India,"149, Plot No 2, Survey No, NH 8B, Gondal Highway, near Parin Furniture, Rajkot, Gujarat 360004",7,22.225264,70.801197,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
558,"IOCL RO u00e2u0080u0093 Basanti Hwy, Bayarmari","West Bengal",Bayamari,India,"Plot 392&393 Mouza, Bayarmari, Nazat Dist. North 24 Paraganas - West Bengal 743442",7,22.4380501,88.763395,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
559,"Ashutosh Motors, near NHPC Godown",Assam,Nagaon,India,"Biroh Bebejia Sensowa, near NHPC Godown, Nagaon, Assam 782002",7,26.3123315,92.6401864,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
560,"Daspalla Hotels, Jubilee Hills",Telangana,Hyderabad,India,"Daspalla Hotels u00e2u0080u0093 (Jublee Hill Resorts Pvt Ltd)- Rd Number 37, CBI Colony, Jubilee Hills, Hyderabad, Telangana 500033",7,17.4368304,78.3983261,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
561,"Hotel Greenland Towers, NH 6 & 16","West Bengal",Rupnarayanpur,India,"NH 6&16, Industrial Area, Rupnarayanpur, West Bengal 721301",7,22.380721,87.365968,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
562,"Trupti Enterprises, Bhagabanpur Industrial Area",Odisha,Bhubaneswar,India,"IDCO, Plot No 16, 17, 32&33 Bhagabanpur Industrial Area, Bhubaneswar, Odisha 751019",7,20.238165,85.756643,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
563,"Trimurti Petroleum, Panvel",Maharashtra,"Navi Mumbai",India,"GUT NO.151/2, VILLAGE - AJIVALI, TALUKA - PANVEL, RAIGAD, AJIVALI, 410216",7,18.9563188,73.1626506,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
564,"HP Service Center, Sola",Gujarat,Ahmedabad,India,"F.P. No 232/1, Solaroad, Ahmedabad 380061",7,23.0633903,72.5317625,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
565,"HP Autocare , Bodakdev",Gujarat,Ahmedabad,India,"JUDGES BUNGALOW ROAD, T VILLAGE : BODAKDEV , CITY : AHMEDABAD 380054",7,23.0332201,72.5137528,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
566,"Daisy Motors, TML - CV, Hisar",Haryana,Hisar,India,"Daisy Motors, 12th KM Stone, Delhi-Hisar Bypass, Road, Hisar - 125001",7,29.1259617,75.8027817,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
567,"Shree Balaji Autowheels, Moradabad","Uttar Pradesh",Moradabad,India,"Ground Floor, Delhi Rd, opposite Circuit House, Majhola, Moradabad, Uttar Pradesh 244001",7,28.828917,78.7328429,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
568,"IOCL - Tikri Gas, Delhi",Delhi,Delhi,India,"Rohtak Road, Block C, Tyagi Vihar, Ghevra, Delhi, 110072",7,28.6868847,76.9849286,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
